occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	refresh_delay_total_master_cycles	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
187	1150	5	2	0x7276A	0x0802	100161	1092	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
188	1150	5	2	0x7276E	0x66F4	100231	1092	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
189	1150	5	2	0x72770	0x13C0	100287	1092	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
190	1150	5	2	0x72776	0x4E71	100406	1092	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
191	1150	5	2	0x72778	0x4E71	100434	1092	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
192	1150	5	2	0x7277A	0x4E71	100462	1092	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
193	1150	5	2	0x7277C	0x1439	100490	1092	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
194	1150	5	2	0x72782	0x0802	100609	1092	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
195	1150	5	2	0x72786	0x66F4	100693	1106	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
196	1150	5	2	0x72788	0x13C1	100749	1106	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
197	1150	6	2	0x7278E	0x4E75	100868	1106	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
198	1150	6	2	0x72C7A	0x51CB	100980	1106	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
199	1150	6	2	0x72C72	0x101A	101050	1106	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
200	1150	6	2	0x72C74	0x1219	101106	1106	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
201	1150	6	2	0x72C76	0x4EBA	101162	1106	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
202	1150	6	2	0x72722	0x082D	101288	1106	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
203	1150	6	2	0x72728	0x6630	101400	1106	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
204	1150	6	2	0x7275A	0x142D	101470	1106	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
205	1150	6	2	0x7275E	0x0882	101554	1106	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
206	1150	6	2	0x72762	0xD002	101652	1120	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
207	1150	6	2	0x72764	0x1439	101680	1120	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
208	1150	6	2	0x7276A	0x0802	101799	1120	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
209	1150	6	2	0x7276E	0x66F4	101869	1120	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
210	1150	6	2	0x72764	0x1439	101939	1120	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
211	1150	6	2	0x7276A	0x0802	102058	1120	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
212	1150	6	2	0x7276E	0x66F4	102128	1120	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
213	1150	6	2	0x72764	0x1439	102198	1120	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
214	1150	6	2	0x7276A	0x0802	102317	1120	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
215	1150	6	2	0x7276E	0x66F4	102387	1120	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
216	1150	6	2	0x72770	0x13C0	102443	1120	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
217	1150	6	2	0x72776	0x4E71	102562	1120	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
218	1150	6	2	0x72778	0x4E71	102604	1134	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
219	1150	6	2	0x7277A	0x4E71	102632	1134	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
220	1150	6	2	0x7277C	0x1439	102660	1134	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
221	1150	6	2	0x72782	0x0802	102779	1134	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
222	1150	6	2	0x72786	0x66F4	102849	1134	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
223	1150	6	2	0x72788	0x13C1	102905	1134	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
224	1150	7	2	0x7278E	0x4E75	103024	1134	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
225	1150	7	2	0x72C7A	0x51CB	103136	1134	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
226	1150	7	2	0x72C72	0x101A	103206	1134	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
227	1150	7	2	0x72C74	0x1219	103262	1134	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
228	1150	7	2	0x72C76	0x4EBA	103318	1134	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
229	1150	7	2	0x72722	0x082D	103444	1134	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
230	1150	7	2	0x72728	0x6630	103556	1134	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
231	1150	7	2	0x7275A	0x142D	103640	1148	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
232	1150	7	2	0x7275E	0x0882	103724	1148	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
233	1150	7	2	0x72762	0xD002	103808	1148	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
234	1150	7	2	0x72764	0x1439	103836	1148	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
235	1150	7	2	0x7276A	0x0802	103955	1148	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
236	1150	7	2	0x7276E	0x66F4	104025	1148	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
237	1150	7	2	0x72764	0x1439	104095	1148	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
238	1150	7	2	0x7276A	0x0802	104214	1148	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
239	1150	7	2	0x7276E	0x66F4	104284	1148	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
240	1150	7	2	0x72764	0x1439	104354	1148	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
241	1150	7	2	0x7276A	0x0802	104473	1148	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
242	1150	7	2	0x7276E	0x66F4	104557	1162	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
243	1150	7	2	0x72770	0x13C0	104613	1162	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
244	1150	7	2	0x72776	0x4E71	104732	1162	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
245	1150	7	2	0x72778	0x4E71	104760	1162	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
246	1150	7	2	0x7277A	0x4E71	104788	1162	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
247	1150	7	2	0x7277C	0x1439	104816	1162	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
248	1150	7	2	0x72782	0x0802	104935	1162	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
249	1150	7	2	0x72786	0x66F4	105005	1162	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
250	1150	7	2	0x72788	0x13C1	105061	1162	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
251	1150	8	2	0x7278E	0x4E75	105180	1162	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
252	1150	8	2	0x72C7A	0x51CB	105292	1162	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
253	1150	8	2	0x72C72	0x101A	105362	1162	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
254	1150	8	2	0x72C74	0x1219	105418	1162	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
255	1150	8	2	0x72C76	0x4EBA	105488	1176	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
256	1150	8	2	0x72722	0x082D	105614	1176	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
257	1150	8	2	0x72728	0x6630	105726	1176	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
258	1150	8	2	0x7275A	0x142D	105796	1176	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
259	1150	8	2	0x7275E	0x0882	105880	1176	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
260	1150	8	2	0x72762	0xD002	105964	1176	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
261	1150	8	2	0x72764	0x1439	105992	1176	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
262	1150	8	2	0x7276A	0x0802	106111	1176	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
263	1150	8	2	0x7276E	0x66F4	106181	1176	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
264	1150	8	2	0x72764	0x1439	106251	1176	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
265	1150	8	2	0x7276A	0x0802	106370	1176	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
266	1150	8	2	0x7276E	0x66F4	106454	1190	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
267	1150	8	2	0x72764	0x1439	106524	1190	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
268	1150	8	2	0x7276A	0x0802	106643	1190	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
269	1150	8	2	0x7276E	0x66F4	106713	1190	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
270	1150	8	2	0x72770	0x13C0	106769	1190	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
271	1150	8	2	0x72776	0x4E71	106888	1190	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
272	1150	8	2	0x72778	0x4E71	106916	1190	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
273	1150	8	2	0x7277A	0x4E71	106944	1190	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
274	1150	8	2	0x7277C	0x1439	106972	1190	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
275	1150	8	2	0x72782	0x0802	107091	1190	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
276	1150	8	2	0x72786	0x66F4	107161	1190	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
277	1150	8	2	0x72788	0x13C1	107217	1190	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
278	1150	9	2	0x7278E	0x4E75	107336	1190	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
279	1150	9	2	0x72C7A	0x51CB	107462	1204	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
280	1150	9	2	0x72C72	0x101A	107532	1204	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
281	1150	9	2	0x72C74	0x1219	107588	1204	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
282	1150	9	2	0x72C76	0x4EBA	107644	1204	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
283	1150	9	2	0x72722	0x082D	107770	1204	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
284	1150	9	2	0x72728	0x6630	107882	1204	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
285	1150	9	2	0x7275A	0x142D	107952	1204	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
286	1150	9	2	0x7275E	0x0882	108036	1204	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
287	1150	9	2	0x72762	0xD002	108120	1204	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
288	1150	9	2	0x72764	0x1439	108148	1204	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
289	1150	9	2	0x7276A	0x0802	108267	1204	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
290	1150	9	2	0x7276E	0x66F4	108351	1218	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
291	1150	9	2	0x72764	0x1439	108421	1218	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
292	1150	9	2	0x7276A	0x0802	108540	1218	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
293	1150	9	2	0x7276E	0x66F4	108610	1218	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
294	1150	9	2	0x72764	0x1439	108680	1218	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
295	1150	9	2	0x7276A	0x0802	108799	1218	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
296	1150	9	2	0x7276E	0x66F4	108869	1218	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
297	1150	9	2	0x72770	0x13C0	108925	1218	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
298	1150	9	2	0x72776	0x4E71	109044	1218	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
299	1150	9	2	0x72778	0x4E71	109072	1218	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
300	1150	9	2	0x7277A	0x4E71	109100	1218	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
301	1150	9	2	0x7277C	0x1439	109128	1218	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
302	1150	9	2	0x72782	0x0802	109247	1218	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
303	1150	9	2	0x72786	0x66F4	109331	1232	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
304	1150	9	2	0x72788	0x13C1	109387	1232	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
305	1150	10	2	0x7278E	0x4E75	109506	1232	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
306	1150	10	2	0x72C7A	0x51CB	109618	1232	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
307	1150	10	2	0x72C72	0x101A	109688	1232	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
308	1150	10	2	0x72C74	0x1219	109744	1232	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
309	1150	10	2	0x72C76	0x4EBA	109800	1232	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
310	1150	10	2	0x72722	0x082D	109926	1232	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
311	1150	10	2	0x72728	0x6630	110038	1232	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
312	1150	10	2	0x7275A	0x142D	110108	1232	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
313	1150	10	2	0x7275E	0x0882	110192	1232	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
314	1150	10	2	0x72762	0xD002	110290	1246	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
315	1150	10	2	0x72764	0x1439	110318	1246	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
316	1150	10	2	0x7276A	0x0802	110437	1246	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
317	1150	10	2	0x7276E	0x66F4	110507	1246	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
318	1150	10	2	0x72764	0x1439	110577	1246	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
319	1150	10	2	0x7276A	0x0802	110696	1246	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
320	1150	10	2	0x7276E	0x66F4	110766	1246	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
321	1150	10	2	0x72764	0x1439	110836	1246	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
322	1150	10	2	0x7276A	0x0802	110955	1246	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
323	1150	10	2	0x7276E	0x66F4	111025	1246	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
324	1150	10	2	0x72770	0x13C0	111081	1246	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
325	1150	10	2	0x72776	0x4E71	111200	1246	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
326	1150	10	2	0x72778	0x4E71	111242	1260	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
327	1150	10	2	0x7277A	0x4E71	111270	1260	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
328	1150	10	2	0x7277C	0x1439	111298	1260	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
329	1150	10	2	0x72782	0x0802	111417	1260	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
330	1150	10	2	0x72786	0x66F4	111487	1260	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
331	1150	10	2	0x72788	0x13C1	111543	1260	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
332	1150	11	2	0x7278E	0x4E75	111662	1260	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
333	1150	11	2	0x72C7A	0x51CB	111774	1260	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
334	1150	11	2	0x72C72	0x101A	111844	1260	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
335	1150	11	2	0x72C74	0x1219	111900	1260	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
336	1150	11	2	0x72C76	0x4EBA	111956	1260	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
337	1150	11	2	0x72722	0x082D	112082	1260	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
338	1150	11	2	0x72728	0x6630	112194	1260	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
339	1150	11	2	0x7275A	0x142D	112278	1274	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
340	1150	11	2	0x7275E	0x0882	112362	1274	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
341	1150	11	2	0x72762	0xD002	112446	1274	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
342	1150	11	2	0x72764	0x1439	112474	1274	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
343	1150	11	2	0x7276A	0x0802	112593	1274	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
344	1150	11	2	0x7276E	0x66F4	112663	1274	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
345	1150	11	2	0x72764	0x1439	112733	1274	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
346	1150	11	2	0x7276A	0x0802	112852	1274	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
347	1150	11	2	0x7276E	0x66F4	112922	1274	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
348	1150	11	2	0x72764	0x1439	112992	1274	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
349	1150	11	2	0x7276A	0x0802	113111	1274	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
350	1150	11	2	0x7276E	0x66F4	113195	1288	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
351	1150	11	2	0x72770	0x13C0	113251	1288	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
352	1150	11	2	0x72776	0x4E71	113370	1288	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
353	1150	11	2	0x72778	0x4E71	113398	1288	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
354	1150	11	2	0x7277A	0x4E71	113426	1288	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
355	1150	11	2	0x7277C	0x1439	113454	1288	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
356	1150	11	2	0x72782	0x0802	113573	1288	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
357	1150	11	2	0x72786	0x66F4	113643	1288	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
358	1150	11	2	0x72788	0x13C1	113699	1288	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
359	1150	12	2	0x7278E	0x4E75	113818	1288	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
360	1150	12	2	0x72C7A	0x51CB	113930	1288	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
361	1150	12	2	0x72C72	0x101A	114000	1288	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
362	1150	12	2	0x72C74	0x1219	114056	1288	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
363	1150	12	2	0x72C76	0x4EBA	114126	1302	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
364	1150	12	2	0x72722	0x082D	114252	1302	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
365	1150	12	2	0x72728	0x6630	114364	1302	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
366	1150	12	2	0x7275A	0x142D	114434	1302	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
367	1150	12	2	0x7275E	0x0882	114518	1302	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
368	1150	12	2	0x72762	0xD002	114602	1302	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
369	1150	12	2	0x72764	0x1439	114630	1302	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
370	1150	12	2	0x7276A	0x0802	114749	1302	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
371	1150	12	2	0x7276E	0x66F4	114819	1302	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
372	1150	12	2	0x72764	0x1439	114889	1302	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
373	1150	12	2	0x7276A	0x0802	115008	1302	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
374	1150	12	2	0x7276E	0x66F4	115092	1316	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
375	1150	12	2	0x72764	0x1439	115162	1316	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
